block	dtvm_ms	evmone_ms	geth_ms	revmc_ms	revm41_ms	revm42_ms
25818327	72.301	224.656	171.313	40.349	50.281	51.409
25818328	166.038	410.914	4220.032	107.557	123.942	123.855
25818329	179.565	390.174	3966.167	117.664	130.925	139.021
25818330	109.367	217.870	4353.978	75.561	83.382	85.785
25818331	93.222	214.951	4029.402	63.126	70.596	71.972
25818332	118.211	273.171	4011.198	80.411	89.754	92.581
25818333	85.129	202.015	4225.373	57.252	64.718	66.071
25818334	34.301	71.553	104.835	21.496	24.714	25.256
25818335	186.023	528.001	4336.914	133.083	143.343	141.626
25818336	125.888	345.979	4481.171	86.248	94.546	96.372
25818337	103.588	283.895	4292.771	73.480	79.938	80.021
25818338	129.530	301.513	4417.591	90.431	99.532	99.622
25818339	12.755	27.737	38.814	7.770	7.778	8.199
25818340	160.154	436.357	4475.346	109.045	121.649	125.296
25818341	116.644	280.632	4333.366	81.547	91.325	93.183
25818342	38.514	141.382	97.795	24.265	26.969	27.465
25818343	228.606	512.881	4506.487	164.506	178.751	180.198
25818344	75.039	170.068	4286.640	55.908	58.922	61.241
25818345	133.145	375.604	4489.903	89.368	98.866	104.566
25818346	87.141	227.586	4002.163	63.588	66.335	66.356
25818347	23.829	75.870	62.256	12.547	14.935	16.084
25818348	60.814	149.430	145.090	37.830	41.639	46.108
25818349	68.084	229.425	167.169	38.395	45.439	45.862
25818350	151.899	327.407	4276.417	106.705	115.234	115.879
25818351	113.307	306.498	4423.878	88.128	89.687	95.732
25818352	126.204	279.952	278.996	80.118	89.011	95.064
25818353	37.922	116.077	101.420	21.206	24.767	25.188
25818354	27.194	104.600	79.359	13.840	17.070	17.452
25818355	171.979	490.792	358.076	106.394	123.216	122.964
25818356	146.028	363.038	300.427	95.958	109.112	109.701
25818357	81.044	228.601	197.071	48.573	56.119	56.471
25818358	88.247	232.869	191.561	53.588	61.520	61.963
25818359	115.250	364.561	270.095	70.217	81.729	81.682
25818360	70.169	212.432	175.181	55.673	51.158	51.688
25818361	31.990	77.354	84.735	30.123	22.339	29.716
25818362	171.873	668.919	394.383	126.921	130.107	130.108
25818363	62.070	183.632	141.177	36.814	41.954	42.595
25818364	121.997	287.606	284.398	78.755	90.936	89.862
25818365	18.518	51.546	46.635	9.805	11.343	12.325
25818366	87.566	286.169	194.040	52.210	61.820	61.707
25818367	135.402	312.471	4343.948	87.139	96.915	100.068
25818368	29.352	60.032	4104.760	23.071	24.033	24.484
25818369	62.575	164.186	129.094	36.910	42.095	42.839
25818370	52.533	165.128	120.898	27.664	33.246	33.386
25818371	154.807	471.349	325.082	101.357	117.925	120.225
25818372	116.979	344.881	245.888	66.348	82.647	82.270
25818373	164.760	462.506	4155.724	108.532	119.241	121.232
25818374	64.826	206.326	162.231	38.172	44.622	45.463
25818375	83.452	239.252	204.474	48.851	56.943	57.856
25818376	117.024	279.565	256.450	67.674	80.919	81.265
25818377	38.897	135.681	101.477	20.366	25.057	25.740
25818378	112.940	406.527	245.416	67.463	79.994	80.968
25818379	142.800	564.261	324.105	88.104	109.756	111.521
25818380	66.629	157.972	169.751	39.590	46.039	48.621
25818381	22.012	42.725	3930.790	15.129	16.361	17.134
25818382	43.453	63.242	3721.238	36.146	37.703	38.289
25818383	149.281	359.983	4340.456	96.324	112.912	116.147
25818384	159.654	410.884	3964.538	108.894	120.801	126.836
25818385	68.375	147.972	4388.637	46.477	52.443	54.352
25818386	69.717	143.507	4292.779	48.692	53.411	55.439
25818387	256.012	557.853	4638.768	184.888	206.182	215.054
25818388	67.599	200.642	139.069	40.147	45.907	47.214
25818389	83.315	178.876	4273.136	57.601	63.671	66.042
25818390	65.932	136.752	4315.707	50.274	52.633	55.247
25818391	203.240	530.035	4336.627	137.664	150.918	156.805
25818392	140.636	310.978	4353.738	91.788	105.202	107.366
25818393	142.574	335.155	3782.084	97.139	109.184	111.120
25818394	74.953	202.455	160.796	45.316	51.249	52.298
25818395	77.626	191.927	160.605	49.996	54.333	58.660
25818396	95.447	262.530	231.773	58.120	65.673	66.809
25818397	77.205	225.031	171.327	44.413	51.987	53.388
25818398	110.229	281.847	204.244	66.343	77.222	80.965
25818399	18.806	53.954	61.538	10.498	11.503	19.753
25818400	136.925	321.875	257.170	89.631	97.978	121.824
25818401	88.944	254.134	208.218	51.939	58.981	60.864
25818402	89.034	220.555	196.366	58.614	63.623	64.910
25818403	124.362	260.466	4356.754	94.367	99.861	102.518
25818404	117.860	292.594	4147.146	79.131	87.383	89.646
25818405	112.439	246.305	4338.378	76.555	84.526	85.592
25818406	56.537	121.489	4262.865	43.261	45.809	47.266
25818407	228.297	474.318	3978.685	189.675	199.533	206.231
25818408	52.878	154.974	120.843	30.559	36.520	37.930
25818409	35.960	108.711	103.828	20.346	23.238	24.004
25818410	118.885	315.162	256.825	73.236	85.729	87.927
25818411	92.813	217.105	227.358	57.266	66.689	68.943
25818412	62.512	163.864	162.824	34.888	42.167	43.262
25818413	55.571	168.472	137.031	30.730	37.192	38.093
25818414	117.580	345.588	272.004	68.366	83.924	85.321
25818415	80.049	212.898	210.028	48.656	56.971	58.918
25818416	48.235	182.423	122.087	29.121	35.267	38.435
25818417	123.230	386.904	274.462	74.023	88.657	92.968
25818418	130.157	227.364	4390.221	96.921	103.965	107.232
25818419	92.901	235.318	4322.655	57.541	64.151	67.243
25818420	91.458	235.507	192.335	59.296	64.670	67.400
25818421	56.794	162.412	132.128	32.357	38.242	39.368
25818422	85.709	197.085	4066.656	54.641	61.007	62.392
25818423	54.650	175.585	119.373	31.865	37.071	38.110
25818424	145.172	415.900	3964.735	107.623	112.729	116.157
25818425	67.943	253.776	184.289	36.737	49.164	51.323
25818426	55.099	171.037	131.669	29.923	35.816	38.183
25818427	164.802	447.242	4234.178	120.005	132.125	135.161
25818428	28.991	96.099	71.102	16.685	18.559	19.905
25818429	183.677	362.715	3911.997	135.444	146.684	149.621
25818430	107.243	216.250	4323.827	75.013	82.651	86.453
25818431	93.142	346.857	221.910	49.574	65.524	68.982
25818432	90.719	249.432	183.413	52.184	64.062	65.610
25818433	144.988	443.511	334.820	83.715	101.722	103.614
25818434	70.052	260.594	165.488	42.229	49.278	53.373
25818435	105.443	277.489	211.254	67.335	73.831	74.917
25818436	96.145	235.741	3907.267	60.488	70.238	71.174
25818437	64.658	169.940	137.248	40.291	45.893	45.736
25818438	198.045	445.903	4367.872	136.955	150.391	151.789
25818439	85.858	215.748	162.205	52.906	59.387	61.650
25818440	111.839	288.465	236.722	68.132	79.028	81.349
25818441	74.730	184.023	193.667	44.309	49.619	49.521
25818442	85.699	237.792	185.855	54.650	60.980	63.504
25818443	76.945	238.782	163.625	48.725	54.258	56.735
25818444	64.058	213.752	146.296	35.577	43.327	43.568
25818445	91.305	217.312	220.929	58.226	64.206	66.201
25818446	62.919	223.511	151.907	34.910	40.250	40.876
25818447	87.535	244.459	196.475	49.193	58.735	60.456
25818448	67.321	207.148	166.228	38.689	43.509	44.586
25818449	15.994	48.937	56.349	10.965	10.366	11.214
25818450	101.555	277.481	3946.034	65.653	74.292	74.259
25818451	9.407	29.081	36.041	6.309	6.238	6.738
25818452	171.387	399.496	4407.417	113.995	126.077	132.980
25818453	110.499	225.121	4443.828	82.596	87.039	88.991
25818454	116.829	278.700	3967.606	89.517	93.711	95.595
25818455	98.590	273.518	4159.751	67.087	72.959	74.114
25818456	33.477	87.700	83.119	18.177	21.461	22.272
25818457	256.528	537.522	4518.793	204.946	216.678	224.608
25818458	107.423	303.043	4258.959	77.536	84.224	87.512
25818459	115.196	248.437	4043.456	84.141	90.129	92.648
25818460	128.278	278.833	3896.552	89.598	98.745	103.166
25818461	164.677	301.380	4296.182	129.831	137.241	140.153
25818462	22.267	107.288	63.253	10.717	14.976	15.407
25818463	141.583	331.619	4006.965	95.214	103.472	108.133
25818464	155.611	345.509	4320.457	107.428	119.504	123.562
25818465	104.652	261.957	4187.618	69.645	75.775	79.591
25818466	121.850	247.821	4069.562	86.388	94.028	96.307
25818467	63.748	164.962	159.168	37.448	41.967	42.852
25818468	23.715	50.038	65.972	16.927	17.542	18.202
25818469	152.525	354.431	4542.608	141.892	115.881	119.379
25818470	46.568	138.155	115.364	43.443	31.727	32.707
25818471	132.148	340.633	4278.497	103.011	100.479	101.971
25818472	128.845	338.771	3975.939	91.927	97.756	99.803
25818473	101.447	252.978	4133.602	71.351	77.942	81.806
25818474	114.456	251.544	3942.417	81.807	85.609	88.166
25818475	47.536	125.165	121.721	26.224	31.246	34.123
25818476	124.383	429.860	257.896	78.359	89.750	91.712
25818477	38.581	127.612	101.340	20.981	25.257	26.274
25818478	163.510	389.641	330.066	103.074	118.695	121.164
25818479	54.341	168.858	130.742	29.779	36.633	37.409
25818480	115.621	360.042	3973.666	72.888	82.244	85.721
25818481	77.477	230.455	165.565	48.578	55.205	56.187
25818482	77.022	229.241	200.879	48.054	51.357	52.824
25818483	96.454	293.680	220.237	62.063	71.331	73.243
25818484	77.029	207.745	176.657	47.434	55.326	56.574
25818485	42.007	99.197	113.026	24.726	27.963	29.734
25818486	84.539	248.012	205.457	50.843	57.574	58.409
25818487	86.165	261.623	209.679	52.467	60.498	63.026
25818488	78.706	238.736	163.561	49.700	55.767	56.680
25818489	122.337	334.110	250.218	81.386	90.690	92.482
25818490	85.964	262.869	201.455	51.432	58.958	80.741
25818491	86.200	269.770	212.579	52.358	61.080	61.684
25818492	95.341	288.082	244.549	56.672	65.838	66.819
25818493	97.308	226.773	207.183	61.364	71.445	72.691
25818494	80.426	237.401	169.929	46.797	54.079	55.314
25818495	61.969	167.689	152.575	34.926	42.041	43.250
25818496	116.640	388.417	280.283	70.202	84.688	86.122
25818497	55.750	178.973	121.452	34.301	41.049	41.433
25818498	111.716	288.590	4069.967	68.660	78.562	80.588
25818499	78.256	213.020	187.101	46.309	54.025	54.768
25818500	73.954	230.004	4043.112	44.352	50.826	51.643
25818501	70.991	190.788	177.223	42.179	49.097	49.530
25818502	83.082	246.091	193.060	51.500	58.602	60.436
25818503	82.393	278.436	207.956	45.917	55.412	56.875
25818504	79.536	230.290	192.971	45.726	55.785	57.472
25818505	81.727	219.966	214.187	45.967	54.438	55.524
25818506	84.135	196.998	193.585	49.244	58.933	60.830
25818507	26.878	104.646	61.013	13.452	16.498	18.127
25818508	144.827	421.238	319.417	88.360	104.134	105.717
25818509	73.485	202.908	172.594	44.184	50.379	53.261
25818510	68.467	211.624	145.838	45.149	51.240	55.972
25818511	92.509	229.921	210.449	51.143	61.105	63.350
25818512	27.648	64.153	111.131	16.598	20.793	21.833
25818513	118.525	323.120	243.284	67.761	79.607	80.497
25818514	28.954	73.647	68.704	20.166	21.888	25.272
25818515	73.458	228.996	4229.626	43.895	51.067	52.374
25818516	159.616	498.692	336.374	103.102	117.951	120.436
25818517	74.022	200.317	177.526	44.049	52.157	53.499
25818518	92.603	241.841	202.000	57.628	65.666	68.347
25818519	74.360	230.459	4459.937	48.636	54.146	56.824
25818520	98.654	301.259	204.025	59.912	71.324	72.579
25818521	47.637	148.811	117.741	26.531	30.724	32.257
25818522	98.136	265.448	203.809	61.039	71.849	75.006
25818523	38.299	120.884	100.568	20.609	24.689	27.101
25818524	42.007	146.194	114.023	20.257	26.111	27.183
25818525	69.189	246.650	172.750	33.851	45.461	46.887
25818526	84.166	230.048	194.337	54.088	62.064	64.885
25818527	64.235	234.053	152.997	33.479	44.536	46.847
25818528	9.372	38.954	24.683	4.089	6.042	6.444
25818529	189.380	652.656	424.912	93.858	126.850	127.432
25818530	192.026	740.417	368.530	119.988	146.886	150.054
25818531	126.295	483.855	304.184	63.913	84.216	86.474
25818532	94.844	331.607	222.101	47.709	60.683	61.293
25818533	115.861	368.081	216.505	75.192	89.825	92.945
25818534	155.792	545.030	311.839	84.559	112.097	113.909
25818535	232.211	538.553	4063.728	227.716	177.036	178.315
25818536	84.971	243.756	191.545	50.591	61.004	60.790
25818537	197.691	552.587	352.650	146.512	149.722	151.018
25818538	190.290	498.670	403.056	121.695	132.459	136.272
25818539	157.118	565.525	329.833	103.339	116.673	118.670
25818540	163.404	478.570	344.631	109.386	117.553	133.139
25818541	102.724	327.310	253.020	63.317	70.868	72.872
25818542	56.481	168.330	114.866	39.389	40.650	41.079
25818543	113.026	353.621	227.918	73.828	78.837	79.738
25818544	51.755	170.541	168.716	32.617	34.392	35.806
25818545	211.825	721.967	369.310	141.784	155.111	156.327
25818546	172.898	446.320	364.976	119.205	126.030	130.366
25818547	84.083	165.611	145.883	69.187	68.248	77.249
25818548	213.667	680.356	399.787	153.652	163.425	166.634
25818549	113.799	312.173	266.684	79.765	82.127	83.591
25818550	18.855	50.034	52.652	12.799	12.929	13.740
25818551	135.067	450.586	4302.511	86.775	98.151	105.540
25818552	47.272	159.199	130.116	28.938	31.432	31.957
25818553	125.322	331.449	276.656	77.766	87.819	93.591
25818554	143.467	390.735	322.803	97.267	101.762	105.316
25818555	95.529	310.729	214.826	61.954	63.831	65.415
25818556	61.363	206.271	140.641	37.925	40.356	42.655
25818557	76.601	224.305	4107.433	49.249	52.740	55.898
25818558	54.666	155.149	127.402	35.974	39.272	39.883
25818559	134.467	363.941	300.848	88.751	94.689	96.709
25818560	75.681	213.024	192.821	47.961	51.484	55.661
25818561	38.767	98.218	88.341	22.628	25.005	27.495
25818562	51.602	169.092	129.563	28.432	33.087	33.310
25818563	159.710	434.350	344.368	110.861	119.415	123.050
25818564	50.988	142.095	123.707	32.441	35.188	36.250
25818565	49.043	180.190	136.298	28.302	32.774	34.191
25818566	196.685	464.323	4600.873	130.221	141.329	141.076
25818567	52.074	159.479	130.277	31.663	35.699	36.638
25818568	107.510	270.506	245.212	71.861	82.479	83.231
25818569	71.905	163.864	164.119	47.926	51.978	64.238
25818570	64.482	131.329	4080.958	56.361	54.595	57.493
25818571	143.000	481.358	313.195	86.962	99.970	101.617
25818572	117.867	343.761	4337.480	81.586	88.364	90.121
25818573	120.922	293.547	4180.927	95.754	98.304	101.222
25818574	181.907	450.174	4199.716	141.038	146.794	151.646
25818575	70.844	203.701	149.562	45.002	47.869	49.708
25818576	104.700	241.626	4404.274	84.325	87.463	90.863
25818577	81.200	216.304	185.018	52.241	56.030	65.013
25818578	152.917	349.942	4106.550	118.534	122.176	125.468
25818579	128.217	330.714	4433.658	96.575	100.113	102.868
25818580	99.039	278.829	4007.289	74.898	78.320	80.047
25818581	62.328	218.233	143.335	35.990	39.755	40.805
25818582	93.168	295.890	222.024	63.509	68.957	70.677
25818583	54.582	145.781	137.452	34.325	37.228	39.475
25818584	131.443	325.475	4063.375	94.393	103.032	105.751
25818585	56.841	212.040	141.438	30.409	36.677	39.954
25818586	77.760	304.186	188.895	46.594	54.362	55.581
25818587	44.793	190.913	121.376	23.770	28.887	29.793
25818588	132.433	432.492	4401.619	83.444	93.878	95.760
25818589	76.567	175.181	163.645	59.541	61.702	64.089
25818590	121.795	381.643	265.100	77.978	88.073	89.492
25818591	150.691	386.589	4344.476	111.046	120.295	123.796
25818592	110.673	342.699	4184.173	77.210	86.363	89.359
25818593	150.614	377.600	338.769	101.665	111.479	115.136
25818594	67.509	231.174	163.591	42.491	46.158	49.524
25818595	255.261	477.402	4414.520	219.074	225.467	233.593
25818596	84.086	276.732	188.091	51.534	57.481	59.725
25818597	121.882	339.359	4423.494	89.004	94.728	97.560
25818598	76.471	302.036	195.711	44.664	54.027	56.840
25818599	102.944	307.172	241.321	68.479	74.565	122.485
25818600	105.016	298.110	4531.856	67.464	75.444	78.954
25818601	36.654	92.725	92.225	22.245	24.284	25.897
25818602	92.067	214.705	204.190	59.944	64.396	65.428
25818603	30.050	88.469	79.637	17.536	18.982	31.268
25818604	142.752	476.705	308.427	96.576	106.026	108.471
25818605	86.265	194.329	182.077	59.412	63.387	68.698
25818606	94.083	261.843	225.707	58.783	64.387	68.843
25818607	89.931	249.498	4288.063	56.891	64.179	65.353
25818608	63.695	196.150	159.559	40.795	43.481	45.426
25818609	98.370	261.457	279.307	63.423	76.534	77.463
25818610	63.706	216.531	169.890	37.894	41.589	43.517
25818611	71.189	164.366	177.094	47.646	51.214	53.828
25818612	95.720	196.784	4187.571	72.402	75.352	76.533
25818613	72.923	209.888	4281.406	46.756	49.962	51.984
25818614	162.752	521.837	332.947	109.614	119.025	119.789
25818615	41.804	121.948	89.632	27.620	29.271	31.994
25818616	44.695	107.233	117.164	32.051	34.215	37.361
25818617	69.341	284.692	186.560	36.410	47.014	47.279
25818618	73.992	148.322	4290.653	59.160	62.010	62.760
25818619	206.759	613.990	398.788	137.227	152.200	153.321
25818620	66.064	171.454	4177.020	42.450	46.453	48.231
25818621	58.698	175.346	164.043	34.039	38.239	40.154
25818622	72.245	283.954	188.130	39.727	49.037	50.101
25818623	165.163	400.241	354.174	116.650	127.647	133.907
25818624	175.068	540.245	363.906	114.560	126.486	169.224
25818625	164.720	403.236	4465.752	119.400	132.454	178.913
25818626	16.790	33.547	45.736	11.828	11.997	20.785
25818627	56.185	216.968	133.512	31.321	36.835	39.078
25818628	152.869	394.536	318.849	102.585	111.068	115.416
25818629	148.123	320.644	4309.104	105.615	115.523	121.113
25818630	125.857	374.326	262.744	80.667	89.992	95.451
25818631	52.552	127.295	126.320	31.433	35.871	38.264
25818632	110.350	279.583	246.463	67.935	76.882	80.575
25818633	79.284	182.804	190.163	54.839	59.558	92.781
25818634	85.116	210.958	205.400	52.668	57.390	60.752
25818635	75.857	239.486	185.328	49.675	52.617	52.581
25818636	74.306	207.485	167.740	48.847	51.270	51.580
25818637	85.259	228.881	200.603	54.106	58.109	58.016
25818638	86.292	260.125	200.253	52.839	57.922	57.799
25818639	91.634	222.931	211.185	63.325	65.824	65.827
25818640	80.088	274.412	193.092	52.299	55.318	54.844
25818641	57.945	140.920	140.181	38.389	41.015	41.052
25818642	88.523	275.211	199.700	56.683	62.021	61.345
25818643	54.258	178.495	4232.537	34.353	37.226	37.159
25818644	123.193	456.305	274.676	80.929	88.689	88.593
25818645	122.590	343.133	271.449	78.651	84.749	84.114
25818646	101.129	272.072	4485.103	72.744	76.509	100.948
25818647	160.034	417.089	4456.884	124.737	129.319	128.916
25818648	76.588	218.581	173.964	49.135	53.818	53.463
25818649	110.216	310.332	221.392	71.150	76.935	76.156
25818650	48.568	172.369	127.760	29.002	31.616	31.657
25818651	34.934	124.105	98.014	20.110	21.343	21.412
25818652	70.953	121.067	4314.166	58.845	59.735	60.225
25818653	128.744	358.294	4398.097	89.297	96.272	95.438
25818654	208.198	619.748	4692.646	151.708	159.082	157.442
25818655	94.623	233.012	199.980	65.468	68.513	68.253
25818656	85.417	314.144	4621.075	53.491	58.184	58.033
25818657	33.065	97.768	88.655	19.821	22.099	22.423
25818658	108.277	262.268	257.577	72.620	75.556	75.508
25818659	44.161	167.453	115.812	26.300	29.749	29.931
25818660	126.141	283.831	264.556	86.643	91.198	92.527
25818661	84.859	225.553	191.911	50.508	56.384	57.876
25818662	79.039	241.046	186.344	50.802	54.815	56.133
25818663	79.345	270.950	199.442	50.673	55.405	56.364
25818664	107.802	321.330	244.388	71.736	79.993	81.384
25818665	105.340	263.542	4101.463	69.858	75.775	77.421
25818666	81.297	230.930	187.696	55.792	59.953	62.090
25818667	17.047	48.929	50.931	11.286	11.022	12.122
25818668	110.195	293.430	264.745	71.749	77.530	79.191
25818669	81.754	207.847	195.775	52.954	55.739	56.695
25818670	69.685	227.514	164.432	44.922	47.314	49.078
25818671	65.464	171.138	155.647	39.018	42.960	44.546
25818672	38.976	109.089	117.648	22.656	25.067	26.331
25818673	136.246	338.999	300.240	92.931	104.733	107.957
25818674	70.085	222.179	201.628	43.669	49.269	51.201
25818675	9.461	28.434	35.292	6.143	6.198	7.046
25818676	125.262	323.904	314.118	85.397	92.609	93.816
25818677	74.188	217.155	176.718	48.289	51.167	54.556
25818678	31.366	100.494	99.183	17.777	19.712	20.663
25818679	38.605	122.737	100.947	21.091	24.115	25.068
25818680	115.145	263.179	4226.814	73.962	80.167	84.251
25818681	121.627	283.924	292.005	85.089	89.259	93.111
25818682	62.040	183.244	151.906	36.933	40.156	41.567
25818683	87.167	248.141	205.026	56.351	60.279	62.735
25818684	34.907	125.227	96.059	20.340	22.069	23.117
25818685	152.657	375.374	335.461	98.517	109.329	111.625
25818686	85.841	296.330	230.769	52.503	61.095	63.785
25818687	84.901	236.709	198.699	52.307	58.107	60.006
25818688	91.962	282.305	211.513	58.097	65.196	66.780
25818689	11.865	36.189	41.453	7.513	7.007	7.648
25818690	71.854	265.099	210.149	42.013	61.388	62.830
25818691	167.565	384.269	359.561	115.944	125.837	129.325
25818692	80.546	281.393	188.639	49.450	54.853	57.273
25818693	77.120	256.770	4219.575	46.987	52.230	54.288
25818694	64.520	192.151	153.520	40.320	44.965	46.924
25818695	33.609	130.280	95.247	19.480	22.229	23.380
25818696	82.696	200.524	201.901	52.935	57.844	61.899
25818697	29.671	69.449	99.522	19.375	19.934	22.452
25818698	63.538	251.954	165.312	37.911	43.701	62.396
25818699	149.315	443.932	305.604	103.472	112.405	113.964
25818700	159.442	385.693	311.831	119.005	124.450	125.159
25818701	75.221	227.373	182.493	46.786	52.665	53.012
25818702	74.670	258.847	195.886	46.452	53.226	53.871
25818703	107.024	331.847	256.747	65.121	77.328	77.061
25818704	69.107	191.640	163.822	44.816	47.835	48.888
25818705	116.994	326.551	268.131	71.316	81.629	82.561
25818706	114.838	294.869	4239.837	80.589	85.867	87.444
25818707	113.116	371.167	4374.898	75.462	88.508	89.120
25818708	118.469	326.545	4330.489	84.065	97.519	97.498
25818709	102.741	347.768	250.320	59.254	69.006	68.605
25818710	87.494	348.684	206.078	49.631	60.796	60.323
25818711	109.575	290.885	4225.886	77.390	82.871	83.333
25818712	233.862	644.484	4418.255	167.782	179.749	182.332
25818713	55.309	106.547	4301.223	48.986	49.410	66.334
25818714	61.146	133.448	4298.864	52.925	53.059	91.007
25818715	199.521	580.141	4129.804	138.198	152.314	156.269
25818716	47.155	133.909	128.870	26.264	29.525	30.466
25818717	190.704	438.701	426.655	126.557	138.757	143.336
25818718	127.640	258.292	4349.553	100.210	103.695	107.548
25818719	115.026	281.287	4333.392	82.316	86.816	89.173
25818720	143.269	310.615	4277.530	103.514	111.017	114.221
25818721	90.977	190.113	4208.897	68.282	72.114	74.281
25818722	131.801	297.558	4319.604	93.360	100.858	102.820
25818723	17.095	49.759	58.880	10.684	11.252	12.502
25818724	80.363	272.498	187.482	46.712	54.232	55.611
25818725	69.665	260.843	171.842	40.176	47.087	49.793
25818726	173.988	501.697	4141.319	124.080	131.796	134.880
25818727	167.229	376.479	4577.120	121.816	129.072	131.951
25818728	34.659	113.731	93.560	19.312	21.917	22.786
25818729	194.223	431.998	4499.293	144.450	154.762	156.757
25818730	115.440	272.561	4259.216	82.241	88.253	89.279
25818731	134.306	381.222	4462.117	95.289	103.025	104.043
25818732	114.498	230.486	4487.466	92.674	94.876	96.354
25818733	99.015	222.294	4412.386	70.707	74.989	76.601
25818734	45.731	121.797	4157.470	28.046	30.532	33.191
25818735	128.740	354.311	4448.576	91.451	99.683	100.551
25818736	104.805	294.047	4283.552	71.044	79.611	80.702
25818737	120.477	220.634	4244.446	89.044	96.570	98.039
25818738	49.645	121.398	119.741	28.649	33.891	34.926
25818739	128.000	316.260	288.275	77.249	90.251	143.243
25818740	72.871	213.690	186.068	42.540	50.968	52.938
25818741	23.334	75.954	66.121	11.535	14.281	15.327
25818742	35.399	96.332	105.910	20.908	23.596	24.973
25818743	160.371	423.310	354.000	96.286	115.637	180.623
25818744	109.869	261.107	4259.294	64.618	76.803	79.526
25818745	87.698	283.536	219.153	47.434	56.692	60.595
25818746	19.231	45.709	63.182	11.960	12.705	22.362
25818747	135.310	350.705	298.095	84.986	96.634	100.252
25818748	72.674	177.028	4186.223	46.614	52.989	62.216
25818749	85.516	296.502	201.302	53.697	62.844	64.501
25818750	58.992	180.020	165.105	33.212	42.035	43.318
25818751	78.565	244.593	192.396	43.336	52.616	53.714
25818752	65.973	166.650	150.258	39.418	45.883	72.890
25818753	74.880	229.165	172.608	42.421	50.880	53.471
25818754	79.171	186.175	190.819	50.213	57.397	59.143
25818755	63.376	156.265	161.884	36.982	43.450	45.492
25818756	14.107	32.877	41.126	9.161	9.492	10.325
25818757	24.937	60.221	66.610	16.570	18.421	19.382
25818758	173.825	418.497	4485.898	103.469	121.473	124.942
25818759	86.678	249.783	165.473	58.511	68.883	70.903
25818760	91.727	325.611	214.841	48.733	58.157	60.946
25818761	112.234	244.539	4574.144	77.630	86.868	89.935
25818762	52.572	135.578	131.074	28.541	33.276	37.530
25818763	197.960	452.570	4349.978	153.656	163.512	192.986
25818764	130.169	318.037	4441.558	88.708	99.876	104.650
25818765	53.562	162.451	122.649	29.073	34.709	55.665
25818766	223.865	460.610	4635.081	165.623	182.951	190.910
25818767	71.468	240.909	178.918	39.525	47.329	76.724
25818768	109.242	260.406	246.790	64.248	75.651	88.577
25818769	47.067	169.625	113.232	24.440	29.786	32.027
25818770	72.203	179.062	4240.800	50.022	54.395	56.772
25818771	248.759	551.904	4499.081	177.617	195.842	200.509
25818772	111.203	288.709	4546.584	74.510	83.574	86.625
25818773	92.974	219.494	225.820	55.988	64.021	66.449
25818774	44.414	149.674	115.891	24.405	29.316	46.761
25818775	98.957	244.642	221.510	60.740	69.861	100.620
25818776	20.333	76.941	49.531	9.582	12.117	13.399
25818777	96.307	234.372	222.015	58.060	67.900	71.035
25818778	125.412	307.863	4469.545	81.809	92.336	96.590
25818779	96.974	308.360	231.080	56.984	67.193	71.750
25818780	61.898	192.182	145.683	33.278	40.653	43.952
25818781	102.467	311.935	229.306	64.122	74.525	78.584
25818782	51.142	182.340	129.011	26.555	32.203	35.175
25818783	99.671	277.204	245.815	59.663	70.373	74.550
25818784	87.974	215.187	4339.152	61.562	67.974	71.024
25818785	91.822	199.457	4265.814	64.812	71.332	74.120
25818786	100.361	221.235	4359.811	70.196	77.269	118.901
25818787	42.427	135.357	110.771	22.292	26.703	29.227
25818788	211.925	408.128	4298.573	168.401	181.957	189.608
25818789	101.791	285.313	4344.790	72.797	81.500	85.449
25818790	133.310	307.827	4250.419	88.725	100.990	105.170
25818791	78.443	214.026	182.155	49.254	56.564	93.168
25818792	82.251	213.055	202.716	49.118	58.440	84.352
25818793	89.536	264.533	4243.129	49.792	59.565	62.371
25818794	63.166	185.637	142.909	38.987	43.884	48.353
25818795	100.163	256.126	242.303	63.553	74.488	120.248
25818796	55.806	160.932	149.205	31.245	36.474	39.089
25818797	74.802	216.455	192.098	45.940	51.942	55.224
25818798	68.290	218.930	158.087	41.561	47.374	76.823
25818799	61.116	138.966	162.969	35.459	39.915	66.314
25818800	102.390	256.056	4069.535	70.552	78.564	88.709
25818801	96.298	232.503	4325.111	69.398	76.780	80.394
25818802	80.889	193.799	4446.672	61.714	67.450	112.060
25818803	98.770	223.328	4416.107	68.766	75.575	88.970
25818804	108.686	256.179	4431.028	72.024	80.319	85.217
25818805	120.464	294.986	4353.981	79.813	90.751	94.440
25818806	66.454	180.102	4429.185	46.170	50.730	87.951
25818807	70.610	185.634	169.544	38.151	45.904	49.245
25818808	145.967	333.781	4569.784	116.326	125.297	129.323
25818809	157.064	429.064	4361.711	98.414	115.032	119.251
25818810	70.798	148.805	4156.421	49.304	54.087	56.682
25818811	47.214	148.969	115.991	24.674	31.105	33.376
25818812	86.289	322.442	195.287	43.076	58.518	93.340
25818813	201.633	362.566	4424.713	154.695	167.793	184.456
25818814	100.253	337.160	216.307	59.344	71.064	74.825
25818815	119.863	401.580	4407.331	71.473	90.433	94.666
25818816	73.530	270.486	183.709	40.144	49.300	52.094
25818817	243.294	634.474	4709.051	168.228	190.687	253.779
25818818	46.989	143.041	109.710	28.846	32.606	35.646
